accident_risk,flood_risk,traffic_risk,lighting_risk,road_condition,weather_condition,time_of_day,day_type,risk_score
89.3,16.5,80.0,18.8,54.7,Fog,Afternoon,Weekend,52.3
73.2,45.2,89.5,37.7,29.7,Clear,Evening,Weekday,60.8
83.2,9.8,52.3,23.3,67.0,Rain,Morning,Weekday,55.9
37.8,72.7,13.8,49.3,83.0,Rain,Afternoon,Weekday,58.8
31.3,16.1,54.6,65.1,47.8,Heavy Rain,Afternoon,Weekend,49.1
9.0,65.8,44.3,29.4,37.6,Rain,Afternoon,Weekday,40.1
79.8,15.0,85.6,17.3,63.5,Clear,Evening,Weekday,57.5
88.1,66.4,59.7,70.2,16.4,Clear,Evening,Weekend,63.4
29.9,62.7,69.4,44.1,12.3,Heavy Rain,Afternoon,Weekday,63.0
11.2,47.7,67.1,57.4,14.6,Heavy Rain,Evening,Weekday,55.6
8.5,34.6,60.8,7.7,55.7,Heavy Rain,Morning,Weekday,46.9
17.3,61.2,28.4,72.8,76.1,Clear,Night,Weekend,62.8
67.9,51.3,67.2,36.7,45.6,Clear,Night,Weekend,57.2
19.6,27.9,83.3,81.4,29.6,Clear,Evening,Weekday,51.5
35.7,10.9,58.2,22.4,62.8,Rain,Morning,Weekday,44.7
73.0,65.3,29.3,52.7,21.0,Rain,Afternoon,Weekday,62.6
67.5,77.4,55.4,39.0,54.0,Rain,Morning,Weekend,70.2
10.2,94.4,35.2,51.3,20.0,Rain,Morning,Weekday,42.4
37.0,8.3,17.2,63.3,54.9,Heavy Rain,Afternoon,Weekday,38.8
81.9,79.8,61.9,52.4,22.2,Clear,Afternoon,Weekday,62.1
88.8,64.4,50.0,36.4,71.3,Fog,Afternoon,Weekend,65.6
48.7,9.4,56.2,78.9,22.6,Clear,Evening,Weekday,46.9
80.6,6.5,65.3,35.9,42.5,Clear,Night,Weekday,50.8
62.1,55.2,74.2,43.5,39.0,Clear,Morning,Weekday,57.3
72.7,31.0,83.4,23.8,51.5,Fog,Evening,Weekday,58.9
48.4,9.3,48.6,38.7,66.3,Heavy Rain,Evening,Weekday,53.8
78.6,58.0,76.6,68.2,12.6,Clear,Evening,Weekday,68.8
39.4,21.4,39.6,70.2,80.8,Fog,Afternoon,Weekday,45.3
6.7,67.0,44.9,82.8,60.1,Clear,Morning,Weekday,49.7
82.9,31.9,16.9,12.2,73.1,Fog,Morning,Weekday,52.2
51.0,14.1,59.1,78.8,54.4,Heavy Rain,Afternoon,Weekday,54.2
70.7,73.4,44.4,48.9,32.1,Clear,Afternoon,Weekday,54.5
18.5,59.6,72.8,47.2,50.5,Rain,Afternoon,Weekday,50.7
50.0,66.4,61.3,67.5,15.4,Clear,Evening,Weekday,57.9
76.7,56.2,81.7,6.9,54.6,Clear,Night,Weekday,59.1
69.9,37.3,77.9,55.5,53.3,Heavy Rain,Morning,Weekday,81.1
52.0,5.5,85.5,76.8,37.6,Clear,Morning,Weekday,48.6
31.7,91.2,46.8,41.6,63.0,Rain,Morning,Weekday,61.2
71.6,13.7,63.8,71.8,51.4,Clear,Evening,Weekday,62.6
42.0,20.9,21.3,80.4,35.1,Rain,Afternoon,Weekend,43.4
82.6,28.8,68.5,26.3,19.9,Heavy Rain,Afternoon,Weekday,58.5
76.0,33.7,72.4,15.1,73.4,Clear,Evening,Weekday,61.4
65.4,6.6,68.7,10.1,39.9,Fog,Night,Weekday,45.0
44.0,24.0,20.9,72.8,45.3,Clear,Morning,Weekday,38.4
66.3,75.9,10.4,12.1,49.0,Fog,Evening,Weekday,51.4
66.0,26.6,20.9,38.6,39.2,Fog,Night,Weekend,46.1
45.9,10.3,38.1,50.0,62.4,Fog,Morning,Weekday,45.4
56.9,80.9,80.9,13.7,71.2,Clear,Morning,Weekday,66.6
68.2,25.5,75.4,68.5,14.0,Rain,Morning,Weekday,58.2
41.6,33.3,11.2,81.6,29.2,Heavy Rain,Night,Weekday,63.4
71.7,55.6,36.2,28.4,70.8,Clear,Afternoon,Weekday,53.4
53.7,82.9,43.0,15.5,29.3,Fog,Evening,Weekday,54.1
86.5,76.4,51.2,16.3,45.6,Heavy Rain,Evening,Weekday,86.3
66.7,11.4,30.6,8.6,36.4,Rain,Evening,Weekday,40.0
44.8,31.7,87.7,67.7,64.6,Clear,Afternoon,Weekend,52.7
79.1,18.6,52.4,37.5,30.5,Rain,Morning,Weekday,52.0
51.6,94.1,89.7,76.3,79.8,Rain,Afternoon,Weekend,78.6
24.4,87.9,73.8,55.4,73.7,Clear,Morning,Weekday,62.7
42.9,45.0,32.1,9.0,37.0,Rain,Afternoon,Weekday,41.2
22.5,21.4,76.0,52.5,50.6,Clear,Evening,Weekday,48.3
64.5,70.8,63.3,53.0,76.7,Clear,Morning,Weekday,68.9
85.0,13.5,88.9,6.5,34.6,Clear,Night,Weekday,45.2
64.7,20.1,11.9,62.4,37.8,Clear,Evening,Weekend,43.7
12.1,20.9,10.1,11.6,20.1,Clear,Afternoon,Weekend,14.9
79.1,10.4,22.6,38.4,70.9,Fog,Morning,Weekday,47.9
66.2,21.5,80.3,82.3,59.1,Rain,Morning,Weekday,69.4
7.7,30.4,86.5,44.4,67.4,Heavy Rain,Evening,Weekday,59.6
84.1,68.7,57.2,34.3,12.1,Clear,Evening,Weekday,56.5
38.4,91.2,59.8,82.6,68.0,Clear,Evening,Weekday,70.4
34.6,89.4,80.3,39.3,48.0,Rain,Evening,Weekday,68.9
58.3,86.9,86.4,84.2,35.3,Rain,Night,Weekend,87.1
69.6,26.9,39.9,50.4,21.0,Clear,Morning,Weekday,45.6
53.4,57.0,61.5,36.8,42.1,Fog,Evening,Weekday,58.6
66.0,48.0,13.5,60.6,28.1,Rain,Morning,Weekday,54.6
86.3,64.6,55.6,28.1,53.6,Fog,Afternoon,Weekday,59.7
46.7,38.9,77.8,17.6,34.6,Clear,Evening,Weekend,41.4
23.1,39.2,30.4,76.9,23.8,Clear,Afternoon,Weekday,32.1
20.9,90.2,66.2,17.0,69.2,Clear,Night,Weekday,54.7
7.7,8.6,81.6,38.7,60.8,Clear,Morning,Weekend,34.2
82.6,50.9,29.4,17.1,77.7,Clear,Afternoon,Weekday,51.4
83.8,30.3,64.3,81.6,79.3,Rain,Evening,Weekend,76.9
88.5,45.6,78.6,73.9,16.6,Rain,Afternoon,Weekday,63.9
8.9,90.8,29.2,58.7,76.2,Heavy Rain,Night,Weekday,81.8
49.3,12.0,47.0,42.1,11.8,Rain,Morning,Weekday,37.1
34.3,19.6,67.1,49.1,23.6,Clear,Night,Weekday,43.4
66.7,20.4,38.2,77.8,68.9,Rain,Night,Weekend,73.7
53.1,44.0,71.8,45.3,25.9,Clear,Afternoon,Weekday,46.5
31.6,72.5,65.2,42.6,62.8,Clear,Afternoon,Weekday,49.8
89.4,35.6,28.9,47.8,70.6,Rain,Morning,Weekday,61.3
85.1,50.8,56.6,76.9,70.3,Clear,Night,Weekday,77.6
13.2,51.3,23.4,65.3,22.2,Clear,Afternoon,Weekday,31.6
58.1,80.5,28.3,58.0,21.7,Clear,Morning,Weekday,49.5
23.0,16.9,69.9,47.0,18.2,Clear,Night,Weekday,38.0
21.7,5.9,20.1,55.2,11.0,Clear,Morning,Weekday,23.1
64.1,24.7,20.5,62.4,47.4,Heavy Rain,Morning,Weekend,54.5
66.0,8.7,72.1,15.5,17.0,Clear,Morning,Weekday,38.9
63.0,79.2,37.6,68.4,27.3,Heavy Rain,Afternoon,Weekday,78.9
13.2,53.4,20.6,10.7,11.7,Clear,Afternoon,Weekday,24.0
63.3,71.8,47.6,35.2,55.6,Heavy Rain,Morning,Weekend,80.5
15.1,75.7,31.1,72.4,65.6,Heavy Rain,Morning,Weekday,68.7
53.2,77.1,26.2,14.5,46.5,Rain,Afternoon,Weekday,54.1
76.5,80.7,82.6,41.8,66.5,Fog,Afternoon,Weekday,74.6
12.1,51.1,41.5,33.9,32.7,Clear,Evening,Weekday,37.8
42.5,43.8,88.4,59.8,55.3,Clear,Morning,Weekday,53.9
60.0,38.9,46.3,15.4,22.7,Clear,Night,Weekday,38.7
17.5,24.5,42.9,16.0,72.2,Clear,Evening,Weekday,35.0
17.9,66.1,78.0,55.9,81.6,Rain,Afternoon,Weekend,64.3
57.5,71.6,84.4,16.8,28.0,Clear,Evening,Weekday,57.2
63.0,28.7,26.1,32.1,28.0,Clear,Night,Weekend,42.5
87.8,21.8,39.3,9.6,49.9,Clear,Morning,Weekday,47.8
73.8,26.7,16.3,71.8,73.6,Rain,Afternoon,Weekday,60.0
36.4,47.0,68.2,78.3,52.3,Clear,Afternoon,Weekday,51.6
81.1,76.8,31.5,66.8,77.6,Rain,Night,Weekday,90.1
36.5,47.5,78.6,36.4,79.8,Rain,Afternoon,Weekend,57.5
22.7,30.2,16.3,32.5,37.7,Rain,Night,Weekday,37.5
84.6,87.5,34.5,12.0,35.6,Heavy Rain,Afternoon,Weekday,76.4
53.9,40.7,77.5,19.5,74.0,Clear,Afternoon,Weekend,49.8
36.3,69.6,89.0,26.3,38.9,Fog,Morning,Weekend,54.3
60.3,57.5,29.8,76.8,80.6,Heavy Rain,Afternoon,Weekday,86.3
66.1,10.0,55.3,22.6,67.8,Clear,Night,Weekday,44.1
50.4,66.8,19.8,80.2,71.6,Fog,Morning,Weekday,57.6
51.7,13.3,84.6,27.5,21.7,Clear,Night,Weekday,43.7
41.8,86.5,73.8,25.8,73.3,Rain,Evening,Weekday,72.0
59.6,19.7,61.8,70.3,11.9,Rain,Evening,Weekend,55.4
23.9,45.0,46.2,51.2,40.0,Clear,Morning,Weekday,38.9
82.4,63.1,13.7,66.1,62.5,Heavy Rain,Evening,Weekend,86.7
83.8,38.1,61.9,57.7,13.4,Clear,Morning,Weekend,48.6
15.9,32.8,35.6,58.0,80.9,Clear,Morning,Weekday,44.3
63.8,16.1,83.5,66.0,49.7,Rain,Morning,Weekend,60.7
21.9,22.8,59.8,33.1,21.6,Heavy Rain,Morning,Weekend,38.3
20.9,70.4,78.5,67.7,35.8,Heavy Rain,Night,Weekday,89.2
61.0,24.2,28.8,18.5,58.0,Heavy Rain,Afternoon,Weekday,50.7
49.4,59.7,10.1,34.1,45.5,Rain,Night,Weekend,55.7
24.2,25.4,44.1,45.6,82.9,Rain,Morning,Weekday,49.8
8.9,21.9,58.6,68.0,19.1,Rain,Morning,Weekend,31.9
13.4,49.2,22.5,13.0,58.4,Fog,Night,Weekday,35.1
62.6,61.9,24.6,12.2,74.4,Rain,Evening,Weekday,63.0
27.3,82.4,72.3,43.3,34.3,Heavy Rain,Morning,Weekday,75.8
23.4,67.2,22.2,81.2,79.0,Rain,Evening,Weekend,62.6
89.8,36.1,89.2,73.6,52.5,Heavy Rain,Evening,Weekday,89.3
20.2,91.3,42.4,35.2,71.6,Rain,Night,Weekday,59.3
81.5,26.8,81.8,68.2,45.9,Heavy Rain,Morning,Weekday,75.3
28.1,66.5,49.3,13.4,27.7,Rain,Afternoon,Weekend,47.5
70.6,63.8,35.9,6.1,59.5,Clear,Afternoon,Weekday,47.2
71.7,64.8,28.3,71.3,45.5,Clear,Morning,Weekend,56.4
8.8,33.7,55.5,68.9,80.3,Rain,Afternoon,Weekday,47.8
11.1,56.0,83.5,32.4,42.1,Clear,Night,Weekday,46.9
55.4,24.0,35.7,48.8,36.8,Clear,Afternoon,Weekday,36.7
26.6,44.1,22.7,6.2,56.7,Rain,Morning,Weekend,35.4
31.1,89.7,55.7,65.2,42.2,Fog,Afternoon,Weekday,55.8
39.5,56.0,51.9,22.2,22.4,Rain,Afternoon,Weekday,47.0
70.5,16.9,62.2,59.0,12.1,Fog,Evening,Weekend,50.4
45.4,54.0,38.2,72.3,80.2,Fog,Evening,Weekend,62.8
31.2,15.4,17.3,66.6,34.7,Clear,Night,Weekday,46.8
59.1,21.4,20.0,8.7,19.1,Clear,Evening,Weekend,28.1
37.1,94.4,55.0,41.5,79.1,Rain,Evening,Weekday,70.1
52.7,40.6,34.7,58.2,42.6,Clear,Afternoon,Weekday,45.7
80.2,13.0,75.3,35.9,36.1,Rain,Morning,Weekend,50.9
39.6,36.8,65.9,42.6,12.8,Heavy Rain,Night,Weekday,57.4
86.8,44.7,18.8,55.8,58.8,Clear,Evening,Weekday,56.9
64.1,58.4,67.5,19.3,36.2,Clear,Morning,Weekday,52.3
30.5,93.9,78.3,54.1,78.7,Rain,Afternoon,Weekday,66.4
38.4,88.0,43.1,39.8,32.4,Clear,Morning,Weekend,49.7
68.4,32.7,30.6,10.8,77.3,Rain,Afternoon,Weekend,54.2
69.0,26.8,66.5,73.6,30.7,Rain,Morning,Weekend,60.3
27.4,52.3,64.1,57.6,52.1,Clear,Morning,Weekday,50.2
56.5,47.9,84.8,84.1,60.2,Rain,Evening,Weekday,81.4
27.9,27.4,18.3,5.6,77.1,Rain,Morning,Weekday,34.9
45.7,8.9,36.1,76.9,48.9,Clear,Evening,Weekend,44.1
45.2,57.7,78.7,15.1,28.3,Clear,Morning,Weekday,48.2
84.0,18.4,58.9,50.3,71.7,Clear,Evening,Weekday,60.6
14.8,71.0,46.9,73.7,74.8,Rain,Afternoon,Weekday,58.8
58.4,80.6,87.1,49.4,42.3,Heavy Rain,Night,Weekday,93.4
27.2,37.4,33.9,25.7,34.5,Clear,Morning,Weekday,32.9
36.5,84.7,33.7,19.7,72.2,Clear,Evening,Weekday,54.6
21.6,46.2,24.6,37.5,59.2,Clear,Morning,Weekday,37.5
47.9,67.4,74.1,36.7,71.6,Heavy Rain,Morning,Weekend,85.7
